date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:24	13258/13258	---M-Z	200	added ('OK')	text/html	etag:%225cddff99d23d41:0%22	http://www.getgiftcards.ltd/free-windows-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-windows-cards.html	(from http://www.getgiftcards.ltd/)
14:58:25	2705/2705	---M--	200	added ('OK')	image/png	etag:%22a9be681fa223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/m8yDPjf.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/m8yDPjf.png	(from http://www.getgiftcards.ltd/)
14:58:25	13231/13231	---M-Z	200	added ('OK')	text/html	etag:%22202cb63d9e23d41:0%22	http://www.getgiftcards.ltd/free-ebay-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-ebay-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:26	3008/3008	---M--	200	added ('OK')	image/png	etag:%22a9be681fa223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/mhyNY4O.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/mhyNY4O.png	(from http://www.getgiftcards.ltd/)
14:58:26	13258/13258	---M-Z	200	added ('OK')	text/html	etag:%22ddd145d9e23d41:0%22	http://www.getgiftcards.ltd/free-netflix-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-netflix-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:27	1607/1607	---M--	200	added ('OK')	image/png	etag:%22559e8b20a223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/Z5v2Lqu.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/Z5v2Lqu.png	(from http://www.getgiftcards.ltd/)
14:58:28	13274/13274	---M-Z	200	added ('OK')	text/html	etag:%2250f56ba09e23d41:0%22	http://www.getgiftcards.ltd/free-microsoft-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-microsoft-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:28	2039/2039	---M--	200	added ('OK')	image/png	etag:%22f3fb641ea223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/99dQJEV.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/99dQJEV.png	(from http://www.getgiftcards.ltd/)
14:58:29	13292/13292	---M-Z	200	added ('OK')	text/html	etag:%221c23d0b89e23d41:0%22	http://www.getgiftcards.ltd/free-playstation-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-playstation-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:30	3330/3330	---M--	200	added ('OK')	image/png	etag:%224e9311fa223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/iQgxUoN.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/iQgxUoN.png	(from http://www.getgiftcards.ltd/)
14:58:30	13249/13249	---M-Z	200	added ('OK')	text/html	etag:%2282136e429f23d41:0%22	http://www.getgiftcards.ltd/free-itunes-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-itunes-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:31	3071/3071	---M--	200	added ('OK')	image/png	etag:%22c892371ea223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/6ZHGk6w.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/6ZHGk6w.png	(from http://www.getgiftcards.ltd/)
14:58:32	13247/13247	---M-Z	200	added ('OK')	text/html	etag:%22cb924f3e9f23d41:0%22	http://www.getgiftcards.ltd/free-paypal-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-paypal-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:33	3586/3586	---M--	200	added ('OK')	image/png	etag:%2245f8a11fa223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/P2DZmnk.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/P2DZmnk.png	(from http://www.getgiftcards.ltd/)
14:58:33	13247/13247	---M-Z	200	added ('OK')	text/html	etag:%223a2b6f409f23d41:0%22	http://www.getgiftcards.ltd/free-amazon-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-amazon-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:34	3592/3592	---M--	200	added ('OK')	image/png	etag:%22433aa1ea223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/EHQ8dna.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/EHQ8dna.png	(from http://www.getgiftcards.ltd/)
14:58:35	13265/13265	---M-Z	200	added ('OK')	text/html	etag:%22904d2e449f23d41:0%22	http://www.getgiftcards.ltd/free-facebook-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-facebook-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:35	2368/2368	---M--	200	added ('OK')	image/png	etag:%22ba19c1ea223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/BqxRZpq.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/BqxRZpq.png	(from http://www.getgiftcards.ltd/)
14:58:36	13256/13256	---M-Z	200	added ('OK')	text/html	etag:%2273fbabdba023d41:0%22	http://www.getgiftcards.ltd/free-spotify-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-spotify-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:37	3251/3251	---M--	200	added ('OK')	image/png	etag:%22ef8f1b20a223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/VtK35Wk.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/VtK35Wk.png	(from http://www.getgiftcards.ltd/)
14:58:37	13181/13181	---M-Z	200	added ('OK')	text/html	etag:%226fe21962a223d41:0%22	http://www.getgiftcards.ltd/free-roblox-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-roblox-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:38	4862/4862	---M--	200	added ('OK')	image/png	etag:%22cb2fdb1fa223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/SDG7485.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/SDG7485.png	(from http://www.getgiftcards.ltd/)
14:58:39	13166/13166	---M-Z	200	added ('OK')	text/html	etag:%22668278c5a123d41:0%22	http://www.getgiftcards.ltd/free-g2a-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-g2a-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:39	3431/3431	---M--	200	added ('OK')	image/png	etag:%22b744291ea223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/1Gnu7q4.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/1Gnu7q4.png	(from http://www.getgiftcards.ltd/)
14:58:40	13213/13213	---M-Z	200	added ('OK')	text/html	etag:%2227eb92a2a123d41:0%22	http://www.getgiftcards.ltd/free-mastercard-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-mastercard-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:41	7924/7924	---M--	200	added ('OK')	image/png	etag:%2221b0f81ea223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/FDEwYwS.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/FDEwYwS.png	(from http://www.getgiftcards.ltd/)
14:58:41	13187/13187	---M-Z	200	added ('OK')	text/html	etag:%22591421a4a123d41:0%22	http://www.getgiftcards.ltd/free-paysafecard-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-paysafecard-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:42	6261/6261	---M--	200	added ('OK')	image/png	etag:%2245f8a11fa223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/Nw2s7Pc.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/Nw2s7Pc.png	(from http://www.getgiftcards.ltd/)
14:58:43	13213/13213	---M-Z	200	added ('OK')	text/html	etag:%22cfc3e5a0a123d41:0%22	http://www.getgiftcards.ltd/free-nintendo-gift-cards.html	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/free-nintendo-gift-cards.html	(from http://www.getgiftcards.ltd/)
14:58:43	3995/3995	---M--	200	added ('OK')	image/png	etag:%227cc85420a223d41:0%22	http://www.getgiftcards.ltd/i.imgur.com/XPZPuEJ.png	C:/Users/Administrator/Desktop/last/last/www.getgiftcards.ltd/i.imgur.com/XPZPuEJ.png	(from http://www.getgiftcards.ltd/)
14:58:44	3980/3980	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:39%20GMT	http://ogcdn.co/giftcards4fans.com/images/google.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/google.png	(from http://www.getgiftcards.ltd/free-google-play-gift-cards.html)
14:58:44	4220/4220	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:41%20GMT	http://ogcdn.co/giftcards4fans.com/images/xbox.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/xbox.png	(from http://www.getgiftcards.ltd/free-xbox-gift-cards.html)
14:58:44	4324/4324	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/steam.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/steam.png	(from http://www.getgiftcards.ltd/free-steam-gift-cards.html)
14:58:44	3744/3744	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/skype.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/skype.png	(from http://www.getgiftcards.ltd/free-skype-gift-cards.html)
14:58:44	2705/2705	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/windows.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/windows.png	(from http://www.getgiftcards.ltd/free-windows-cards.html)
14:58:45	3008/3008	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:39%20GMT	http://ogcdn.co/giftcards4fans.com/images/ebay.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/ebay.png	(from http://www.getgiftcards.ltd/free-ebay-gift-cards.html)
14:58:45	1607/1607	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/netflix.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/netflix.png	(from http://www.getgiftcards.ltd/free-netflix-gift-cards.html)
14:58:45	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:39%20GMT	http://ogcdn.co/giftcards4fans.com/images/microsoft.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/microsoft.png	(from http://www.getgiftcards.ltd/free-microsoft-gift-cards.html)
14:58:45	3330/3330	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/playstation.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/playstation.png	(from http://www.getgiftcards.ltd/free-playstation-gift-cards.html)
14:58:46	3071/3071	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:39%20GMT	http://ogcdn.co/giftcards4fans.com/images/itunes.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/itunes.png	(from http://www.getgiftcards.ltd/free-itunes-gift-cards.html)
14:58:46	3586/3586	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/paypal.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/paypal.png	(from http://www.getgiftcards.ltd/free-paypal-gift-cards.html)
14:58:46	3592/3592	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:39%20GMT	http://ogcdn.co/giftcards4fans.com/images/amazon.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/amazon.png	(from http://www.getgiftcards.ltd/free-amazon-gift-cards.html)
14:58:46	2368/2368	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:39%20GMT	http://ogcdn.co/giftcards4fans.com/images/facebook.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/facebook.png	(from http://www.getgiftcards.ltd/free-facebook-gift-cards.html)
14:58:47	3251/3251	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jun%202018%2021:19:40%20GMT	http://ogcdn.co/giftcards4fans.com/images/spotify.png	C:/Users/Administrator/Desktop/last/last/ogcdn.co/giftcards4fans.com/images/spotify.png	(from http://www.getgiftcards.ltd/free-spotify-gift-cards.html)
14:58:47	4862/4862	---M--	200	added ('OK')	image/png	etag:%22f4c0d4dc7d83b931953fe6499af4c312%22	http://i.imgur.com/SDG7485.png	C:/Users/Administrator/Desktop/last/last/i.imgur.com/SDG7485.png	(from http://www.getgiftcards.ltd/free-roblox-gift-cards.html)
14:58:47	3431/3431	---M--	200	added ('OK')	image/png	etag:%22a09e2e85e5f8fe7230311a428c0c46db%22	http://i.imgur.com/1Gnu7q4.png	C:/Users/Administrator/Desktop/last/last/i.imgur.com/1Gnu7q4.png	(from http://www.getgiftcards.ltd/free-g2a-gift-cards.html)
14:58:48	3995/3995	---M--	200	added ('OK')	image/png	etag:%22e1347ef8e4ef788bfb26a71e328e06cf%22	http://i.imgur.com/XPZPuEJ.png	C:/Users/Administrator/Desktop/last/last/i.imgur.com/XPZPuEJ.png	(from http://www.getgiftcards.ltd/free-mastercard-gift-cards.html)
14:58:48	6261/6261	---M--	200	added ('OK')	image/png	etag:%229c30e179bda29a69c25dfd57d4b1c0a1%22	http://i.imgur.com/Nw2s7Pc.png	C:/Users/Administrator/Desktop/last/last/i.imgur.com/Nw2s7Pc.png	(from http://www.getgiftcards.ltd/free-paysafecard-gift-cards.html)
